"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
1170,"Efficacy and Safety of Anluohuaxian in the Treatment of Rehabilitation Patients With Corona Virus Disease 2019","Recruiting","No Results Available","COVID-19","Drug: Anluohuaxian","The Second People's Hospital of Fuyang, Fuyang, Anhui, China|Ezhou Central Hospital, Wuhan, Hubei, China|Huoshenshan Hospital of Wuhan, Wuhan, Hubei, China|Jinyintan Hospital of Wuhan, Wuhan, Hubei, China|Tongji Hospital of Huazhong University of Science and Technology, Wuhan, Hubei, China|West Hospital Union Hospital Huazhong University of Science and Technology, Wuhan, Hubei, China|Wuhan Pulmonary Hospital, Wuhan, Hubei, China|Zhongnan Hospital of Wuhan University, Wuhan, Hubei, China|Wenzhou Medical University Affiliated First Hospital, Wenzhou, Zhejiang, China","https://ClinicalTrials.gov/show/NCT04334265"
1171,"Corona Virus Disease 2019 Patients Whose Nucleic Acids Changed From Negative to Positive","Recruiting","No Results Available","COVID-19","Drug: Favipiravir","The Second People's Hospital of Fuyang, Fuyang, Anhui, China|Ezhou Hospital of Traditional Chinese Medicine, Ezhou, Hubei, China|Ezhou Central Hospital, Wuhan, Hubei, China|Huoshenshan Hospital of Wuhan, Wuhan, Hubei, China|Jinyintan Hospital of Wuhan, Wuhan, Hubei, China|Wuhan Pulmonary Hospital, Wuhan, Hubei, China|Zhongnan Hospital of Wuhan University, Wuhan, Hubei, China|Wenzhou Medical University Affiliated First Hospital, Wenzhou, Zhejiang, China","https://ClinicalTrials.gov/show/NCT04333589"
1172,"Coronavirus (COVID-19) ACEi/ARB Investigation","Recruiting","No Results Available","Hypertension|COVID-19","Drug: Thiazide or Thiazide-like diuretics|Drug: Calcium Channel Blockers|Drug: ACE inhibitor|Drug: Angiotensin receptor blocker","University Hospital Galway, Galway, Ireland","https://ClinicalTrials.gov/show/NCT04330300"
1173,"Clinical Trial of Favipiravir Tablets Combine With Chloroquine Phosphate in the Treatment of Novel Coronavirus Pneumonia","Recruiting","No Results Available","Novel Coronavirus Pnuemonia","Drug: favipiravir tablets+chloroquine phosphatetablets tablets|Drug: Favipiravir tablets|Drug: Placebo","Beijing Chaoyang hospital, Beijing, Beijing, China","https://ClinicalTrials.gov/show/NCT04319900"
1174,"Clinical Characteristics of Coronavirus Disease 2019 (COVID-19) in Pregnancy: The Italian Registry on Coronavirus in Pregnancy.","Recruiting","No Results Available","Infection Viral","Other: pregnant women with laboratory-confirmed 2019-n-CoV","University of Naples Federico II, Napoli, Italy","https://ClinicalTrials.gov/show/NCT04315870"
1175,"The Observational Study of Cardiac and Pulmonary Ultrasound and Evaluation of Treatment of Severe Patients With Novel Coronavirus Pneumonia","Recruiting","No Results Available","Novel Coronavirus Pneumonia",,"Xiangya Hospital, Central South University, Changsha, Hunan, China","https://ClinicalTrials.gov/show/NCT04314271"
1176,"Favipiravir Combined With Tocilizumab in the Treatment of Corona Virus Disease 2019","Recruiting","No Results Available","COVID-19","Drug: Favipiravir Combined With Tocilizumab|Drug: Favipiravir|Drug: Tocilizumab","Guiqiang Wang, Beijing, Beijing, China|Peking University First Hospital, Beijing, Beijing, China|Ezhou Central Hospital, Wuhan, Hubei, China|Huoshenshan Hospital of Wuhan, Wuhan, Hubei, China|Jinyintan Hospital of Wuhan, Wuhan, Hubei, China|Wuhan Pulmonary Hospital, Wuhan, Hubei, China","https://ClinicalTrials.gov/show/NCT04310228"
1177,"Social Media Use During COVID-19","Recruiting","No Results Available","Coronavirus|Depression|Anxiety|Stress","Behavioral: Use of social media during COVID-19","Yale-NUS College, Singapore, Singapore","https://ClinicalTrials.gov/show/NCT04305574"
1178,"Clinical Progressive Characteristics and Treatment Effects of 2019-novel Coronavirus","Active, not recruiting","No Results Available","Pneumonia Caused by Human Coronavirus",,"Fujian Provincial Hospital, Fuzhou, Fujian, China","https://ClinicalTrials.gov/show/NCT04292327"
1179,"Treatment With Mesenchymal Stem Cells for Severe Corona Virus Disease 2019(COVID-19)","Recruiting","No Results Available","Corona Virus Disease 2019(COVID-19)","Biological: MSCs|Biological: Saline containing 1% Human serum albumin（solution of MSC）","Maternal and Child Hospital of Hubei Province, Wuhan, Hubei, China|Wuhan Huoshenshan Hospital, Wuhan, Hubei, China","https://ClinicalTrials.gov/show/NCT04288102"
1180,"The Effect of T89 on Improving Oxygen Saturation and Clinical Symptoms in Patients With COVID-19","Not yet recruiting","No Results Available","Coronavirus Disease 2019|Novel Coronavirus Pneumonia","Drug: T89",,"https://ClinicalTrials.gov/show/NCT04285190"
1181,"Study for Novel Coronavirus Pneumonia (NCP)","Recruiting","No Results Available","Novel Coronavirus Pneumonia","Combination Product: systemic treatment","Union hospital, Wuhan, Hubei, China","https://ClinicalTrials.gov/show/NCT04283396"
1182,"NK Cells Treatment for COVID-19","Recruiting","No Results Available","Novel Coronavirus Pneumonia","Biological: NK Cells","The First Affiliated Hospital of Xinxiang Medical University, Xinxiang, Henan, China","https://ClinicalTrials.gov/show/NCT04280224"
1183,"Evaluating the Efficacy and Safety of Bromhexine Hydrochloride Tablets Combined With Standard Treatment/ Standard Treatment in Patients With Suspected and Mild Novel Coronavirus Pneumonia (COVID-19)","Active, not recruiting","No Results Available","Novel Coronavirus Pneumonia|2019-nCoV","Drug: Bromhexine Hydrochloride Tablets|Drug: Arbidol Hydrochloride Granules|Drug: Recombinant Human Interferon α2b Spray","The Second AffIliated Hospital of Wenzhou Medical University, Wenzhou, Zhejiang, China","https://ClinicalTrials.gov/show/NCT04273763"
1184,"Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Severe COVID-19","Not yet recruiting","No Results Available","2019 Novel Coronavirus Pneumonia|COVID-19","Biological: UC-MSCs|Drug: Placebo","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hubei, China","https://ClinicalTrials.gov/show/NCT04273646"
1185,"A Clinical Trial to Determine the Safety and Immunogenicity of Healthy Candidate MERS-CoV Vaccine (MERS002)","Recruiting","No Results Available","Middle East Respiratory Syndrome Coronavirus","Biological: ChAdOx1 MERS","King Abdulaziz Medical City, National Guard Health Affairs, Riyadh, Saudi Arabia","https://ClinicalTrials.gov/show/NCT04170829"
1186,"Study of Safety and Immunogenicity of BVRS-GamVac","Recruiting","No Results Available","MERS (Middle East Respiratory Syndrome)|MERS","Biological: BVRS-GamVac|Other: placebo","Research Institute of Influenza, Sankt-Peterburg, Russian Federation","https://ClinicalTrials.gov/show/NCT04130594"
1187,"Study of Safety and Immunogenicity of BVRS-GamVac-Combi","Recruiting","No Results Available","MERS (Middle East Respiratory Syndrome)|MERS","Drug: BVRS-GamVac-Combi|Other: placebo","ECO-Safety, Sankt-Peterburg, Russian Federation","https://ClinicalTrials.gov/show/NCT04128059"
1188,"Assessment of the Efficacy and Safety of (HCQ) as a Prophylaxis for COVID19 for Health Professionals","Recruiting","No Results Available","COVID19|Sars-CoV2|Hydroxychloroquine|Prophylaxis|Healthcare Worker","Drug: Hydroxychloroquine (HCQ)|Drug: Placebo oral tablet","Eshmoun Clinical Research Centre/ Hôpital Abderrahmane Mami-Ariana, Tunis, Tunisia","https://ClinicalTrials.gov/show/NCT04349228"
1189,"Safety and Immunogenicity of a Candidate MERS-CoV Vaccine (MERS001)","Recruiting","No Results Available","MERS (Middle East Respiratory Syndrome)","Biological: ChAdOx1 MERS","Centre for Clinical Vaccinology and Tropical Medicine, Churchill Hospital, Oxford, United Kingdom","https://ClinicalTrials.gov/show/NCT03399578"
1190,"A Study of COVID 19 Convalescent Plasma in High Risk Patients With COVID 19 Infection","Recruiting","No Results Available","Coronavirus|COVID-19|Convalescent Plasma","Drug: Convalescent Plasma","Good Samaritan Hospital, Cincinnati, Ohio, United States|Bethesda North Hospital, Cincinnati, Ohio, United States","https://ClinicalTrials.gov/show/NCT04392232"
1191,"Screening & Risk Assessment of Healthcare Workers & Infection Control in University & COVID-19 Quarantine Hospitals","Recruiting","No Results Available","Coronavirus Disease (COVID-19)",,"Faculty of Medicine Ain Shams University Research Institute- Clinical Research Center, Cairo, Non-US, Egypt","https://ClinicalTrials.gov/show/NCT04348214"
1192,"A Double-blind, Placebo-controlled Clinical Trial of Fluvoxamine for Symptomatic Individuals With COVID-19 Infection","Recruiting","No Results Available","COVID 19|Coronavirus","Drug: Fluvoxamine|Drug: Placebo","BJC, Belleville, Illinois, United States|Washington University School of Medicine, Saint Louis, Missouri, United States","https://ClinicalTrials.gov/show/NCT04342663"
1193,"Prevalence and Severity of Venous Thromboembolism in a General Population During the COVID-19 Pandemic","Not yet recruiting","No Results Available","COVID-19|Venous Thromboembolism|Pulmonary Embolism|Deep Vein Thrombosis|SARS-CoV 2","Diagnostic Test: Diagnostic examination for venous thromboembolism","University Hospital Linköping, Linköping, Östergötland, Sweden","https://ClinicalTrials.gov/show/NCT04400877"
1194,"French Single Centre Experience of Critically Ill Patients With Covid 19","Not yet recruiting","No Results Available","Epidemiology|Sars-CoV2|COVID 19|Critical Care|Prognostic|Survival",,"CHU Amiens, Amiens, France","https://ClinicalTrials.gov/show/NCT04354558"
1195,"A Study to Explore the Role of Gut Flora in COVID-19 Infection","Recruiting","No Results Available","Gut Microbiome|Gastrointestinal Microbiome|COVID|COVID-19|Corona Virus Infection|Coronavirus|Coronaviridae Infections|Coronavirus 19|Coronavirus-19|COVID 19","Other: There is no intervention in this study","ProgenaBiome, Ventura, California, United States","https://ClinicalTrials.gov/show/NCT04359836"
1196,"Preventing Cardiac Complication of COVID-19 Disease With Early Acute Coronary Syndrome Therapy: A Randomised Controlled Trial.","Recruiting","No Results Available","COVID-19","Drug: Aspirin 75mg|Drug: Clopidogrel 75mg|Drug: Rivaroxaban 2.5 MG|Drug: Atorvastatin 40mg|Drug: Omeprazole 20mg","Charing Cross Hospital, London, United Kingdom","https://ClinicalTrials.gov/show/NCT04333407"
1197,"Efficacy of Convalescent Plasma Therapy in Severely Sick COVID-19 Patients","Completed","No Results Available","COVID","Drug: Convalescent Plasma Transfusion|Other: Supportive Care|Drug: Random Donor Plasma","Maulana Azad medical College, New Delhi, Delhi, India|Institute of Liver and Biliary Sciences, New Delhi, Delhi, India","https://ClinicalTrials.gov/show/NCT04346446"
1198,"Thrombomodulin-modified Thrombin Generation Assay (TGA-TM) in Patients With Critical Infections","Recruiting","No Results Available","Disseminated Intravascular Coagulation|Critical Illness|Sars-CoV2|Viral Infection|Coagulation Disorder, Blood|Covid19","Diagnostic Test: Thrombin Generation Assay (TGA)|Diagnostic Test: Thrombomodulin Modified Thrombin Generation Assay (TGA-TM)","Medical University Vienna, Vienna, Austria","https://ClinicalTrials.gov/show/NCT04356144"
1199,"Advanced Endoscopy During COVID-19","Recruiting","No Results Available","Cholangitis, Secondary Biliary|Cholangiocarcinoma|Obstructive Jaundice|Pancreas Cancer|COVID-19|SARS-CoV-2","Other: Endoscopic management according to standard of care","Kings County Hospital Center, Brooklyn, NY, USA, Albertson, New York, United States|Al-Azhar Univerisity, Cairo, Egypt|University Medicine Greifswald, Greifswald, Germany|2- Hospital Guillermo Kaelin De la Fuente - EsSalud, Lima, Peru|Singapore General Hospital, Singapore, Singapore","https://ClinicalTrials.gov/show/NCT04385147"
1200,"Safety and Efficacy Study of rEV131 in Allergic Rhinitis","Unknown status","No Results Available","Hay Fever","Drug: topical nasal rEV131","Diagnostics Research Group, San Antonio, Texas, United States|Sylvana Research Associates, San Antonio, Texas, United States","https://ClinicalTrials.gov/show/NCT00247520"
1201,"Trial of STAHIST in Seasonal Allergic Rhinitis","Completed","No Results Available","Seasonal Allergic Rhinitis","Drug: STAHIST|Drug: Placebo","Clinical Research Atlanta, Stockbridge, Georgia, United States|The South Bend Clinic, South Bend, Indiana, United States|Family Allergy and Asthma Institute, Louisville, Kentucky, United States|Family Allergy and Asthma, Somerset, Kentucky, United States|New Horizons Clinical Research, Cincinnati, Ohio, United States|National Allergy, Asthma & Urticaria Centers of Charleston, PA, Charleston, South Carolina, United States|Pharmaceutical Research and Consulting, Inc, Dallas, Texas, United States|Central Texas Health Research, New Braunfels, Texas, United States","https://ClinicalTrials.gov/show/NCT01293201"
1202,"Study Evaluating the Efficacy of Hydroxychloroquine and Azithromycine in Patients With COVID-19 and Hematological Malignancies (HYACINTHE)","Not yet recruiting","No Results Available","COVID19|Hematologic Malignancy","Drug: Hydroxychloroquine Sulfate 200 MG [Plaquenil]|Drug: Azithromycin 250 MG Oral Capsule|Drug: Placebo oral tablet|Drug: Placebo oral capsule","Institut de Cancérologie Strasbourg Europe, Strasbourg, France","https://ClinicalTrials.gov/show/NCT04392128"
1203,"Saved From COVID-19","Recruiting","No Results Available","COVID","Drug: Chloroquine|Drug: Placebo oral tablet","Columbia University Irving Medical Center/NYP, New York, New York, United States","https://ClinicalTrials.gov/show/NCT04349371"
1204,"Recombinant Human Angiotensin-converting Enzyme 2 (rhACE2) as a Treatment for Patients With COVID-19","Withdrawn","No Results Available","COVID-19","Drug: Recombinant human angiotensin-converting enzyme 2 (rhACE2)","GCP Office of The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, Guangdong, China","https://ClinicalTrials.gov/show/NCT04287686"
1205,"Qualitative and Quantitative Evaluation of Anosmia Over Time in Clinically Symptomatic Patients Tested for COVID-19 Infection","Recruiting","No Results Available","COVID-19","Other: olfactory and gustatory tests","CHU de Nimes, Nîmes, France","https://ClinicalTrials.gov/show/NCT04354857"
1206,"Study for the Use of the IL-6 Inhibitor Clazakizumab in Patients With Life-threatening COVID-19 Infection","Not yet recruiting","No Results Available","COVID-19","Drug: Clazakizumab|Other: Placebo","Columbia University Medical Center / New York Presbyerian Hospital, New York, New York, United States","https://ClinicalTrials.gov/show/NCT04381052"
1207,"Audio Data Collection for Identification and Classification of Coughing","Recruiting","No Results Available","COVID-19|Coronavirus Infections|Hay Fever|Asthma|Chronic Obstructive Pulmonary Disease|Influenza|Common Cold|Respiratory Tract Infections|Healthy",,"Virtual Facility, Bronx, New York, United States","https://ClinicalTrials.gov/show/NCT04326309"
1208,"Implementation of Lung Protective Ventilation in Patients With Acute Respiratory Failure","Recruiting","No Results Available","Acute Respiratory Distress Syndrome|ARDS|Respiratory Distress Syndrome, Acute|Respiratory Insufficiency|Respiratory Distress Syndrome|Shock Lung|Severe Acute Respiratory Syndrome",,"Colin Grissom, Murray, Utah, United States","https://ClinicalTrials.gov/show/NCT03225807"
